incident_id,date,state,lga,incident_type,kidnapped,killed,perpetrator,region,source
900,9/20/2021,Kaduna,Igabi,Bandit Attack,24,7,Unknown Gunmen,North West,Simulated (patterned on media reports)
751,2/20/2025,Kaduna,Birnin Gwari,Kidnapping,104,22,Unknown Gunmen,North West,Simulated (patterned on media reports)
108,1/26/2023,Kwara,Ilorin West,School Abduction,112,24,Armed Bandits,North Central,Simulated (patterned on media reports)
876,4/7/2022,Anambra,Awka South,Kidnapping,13,1,Criminal Syndicate,South East,Simulated (patterned on media reports)
60,2/3/2023,Kebbi,Birnin Kebbi,School Abduction,77,11,Boko Haram,North West,Simulated (patterned on media reports)
692,8/30/2020,Kaduna,Birnin Gwari,School Abduction,31,14,Boko Haram,North West,Simulated (patterned on media reports)
264,6/8/2020,Borno,Bama,Kidnapping,57,22,Armed Bandits,North East,Simulated (patterned on media reports)
573,10/22/2024,Katsina,Kankara,Kidnapping,146,16,ISWAP,North West,Simulated (patterned on media reports)
101,1/27/2023,Kogi,Idah,Kidnapping,123,9,Unknown Gunmen,North Central,Simulated (patterned on media reports)
444,11/8/2021,FCT,Gwagwalada,School Abduction,61,1,ISWAP,North Central,Simulated (patterned on media reports)
491,7/28/2023,Katsina,Daura,Bandit Attack,29,33,Unknown Gunmen,North West,Simulated (patterned on media reports)
612,4/18/2023,Yobe,Potiskum,Terror Attack,73,33,Boko Haram,North East,Simulated (patterned on media reports)
807,8/7/2021,Katsina,Dutsin-Ma,Terror Attack,54,35,Unknown Gunmen,North West,Simulated (patterned on media reports)
799,10/15/2023,Kano,Gwale,Kidnapping,71,5,ISWAP,North West,Simulated (patterned on media reports)
170,5/3/2020,Kwara,Ilorin West,Bandit Attack,53,31,ISWAP,North Central,Simulated (patterned on media reports)
180,7/14/2023,FCT,Abuja Municipal,Terror Attack,32,1,ISWAP,North Central,Simulated (patterned on media reports)
305,6/16/2025,Plateau,Jos North,School Abduction,138,22,Unknown Gunmen,North Central,Simulated (patterned on media reports)
342,9/11/2020,Kebbi,Zuru,Bandit Attack,65,14,Armed Bandits,North West,Simulated (patterned on media reports)
868,10/9/2024,Sokoto,Isa,Kidnapping,127,2,ISWAP,North West,Simulated (patterned on media reports)
150,5/27/2020,Sokoto,Gwadabawa,Terror Attack,40,9,ISWAP,North West,Simulated (patterned on media reports)
125,4/5/2023,Benue,Gboko,Kidnapping,67,3,ISWAP,North Central,Simulated (patterned on media reports)
709,7/2/2021,Anambra,Awka South,Kidnapping,9,3,Unknown Gunmen,South East,Simulated (patterned on media reports)
51,4/22/2024,Niger,Shiroro,Kidnapping,98,0,Unknown Gunmen,North Central,Simulated (patterned on media reports)
354,9/7/2025,Zamfara,Gusau,School Abduction,150,15,Unknown Gunmen,North West,Simulated (patterned on media reports)
831,2/10/2025,Zamfara,Talata Mafara,Terror Attack,60,5,ISWAP,North West,Simulated (patterned on media reports)
143,7/29/2021,Niger,Kontagora,Kidnapping,71,17,Unknown Gunmen,North Central,Simulated (patterned on media reports)
471,9/1/2025,Nasarawa,Karu,School Abduction,77,12,Unknown Gunmen,North Central,Simulated (patterned on media reports)
400,10/5/2022,Katsina,Kankara,Kidnapping,56,11,Unknown Gunmen,North West,Simulated (patterned on media reports)
852,5/4/2023,Adamawa,Mubi North,Terror Attack,11,23,Boko Haram,North East,Simulated (patterned on media reports)
321,1/22/2021,Sokoto,Rabah,Terror Attack,56,19,Unknown Gunmen,North West,Simulated (patterned on media reports)
20,7/26/2025,Borno,Gwoza,Bandit Attack,33,32,Boko Haram,North East,Simulated (patterned on media reports)
812,1/26/2020,Anambra,Onitsha North,Kidnapping,33,3,Unknown Gunmen,South East,Simulated (patterned on media reports)
713,11/6/2022,Sokoto,Illela,Kidnapping,112,9,Unknown Gunmen,North West,Simulated (patterned on media reports)
729,1/29/2024,Kebbi,Birnin Kebbi,Kidnapping,132,17,Armed Bandits,North West,Simulated (patterned on media reports)
408,4/3/2024,Benue,Oju,Bandit Attack,63,8,ISWAP,North Central,Simulated (patterned on media reports)
822,9/17/2024,Plateau,Langtang North,School Abduction,46,0,Unknown Gunmen,North Central,Simulated (patterned on media reports)
39,11/24/2025,Adamawa,Michika,Bandit Attack,29,37,Boko Haram,North East,Simulated (patterned on media reports)
176,12/3/2020,Plateau,Mangu,Terror Attack,5,39,Unknown Gunmen,North Central,Simulated (patterned on media reports)
246,6/27/2025,Kebbi,Yauri,School Abduction,66,10,Boko Haram,North West,Simulated (patterned on media reports)
747,8/13/2025,Zamfara,Shinkafi,Terror Attack,79,23,ISWAP,North West,Simulated (patterned on media reports)
607,7/10/2022,Kebbi,Yauri,Terror Attack,59,6,Unknown Gunmen,North West,Simulated (patterned on media reports)
680,2/27/2021,Borno,Gwoza,Terror Attack,38,3,Armed Bandits,North East,Simulated (patterned on media reports)
771,9/27/2021,Borno,Dikwa,School Abduction,77,21,Unknown Gunmen,North East,Simulated (patterned on media reports)
155,10/19/2021,Kebbi,Jega,Bandit Attack,77,1,Unknown Gunmen,North West,Simulated (patterned on media reports)
288,10/19/2025,Katsina,Dutsin-Ma,Bandit Attack,40,0,Unknown Gunmen,North West,Simulated (patterned on media reports)
545,12/8/2021,Kano,Tarauni,Bandit Attack,64,12,Boko Haram,North West,Simulated (patterned on media reports)
18,9/12/2024,Yobe,Potiskum,Kidnapping,68,21,ISWAP,North East,Simulated (patterned on media reports)
128,11/11/2022,Nasarawa,Keffi,Terror Attack,40,9,ISWAP,North Central,Simulated (patterned on media reports)
323,4/29/2022,Adamawa,Yola North,School Abduction,43,21,Armed Bandits,North East,Simulated (patterned on media reports)
256,3/5/2022,Nasarawa,Lafia,School Abduction,135,13,Boko Haram,North Central,Simulated (patterned on media reports)
597,8/29/2024,Zamfara,Gusau,School Abduction,19,12,ISWAP,North West,Simulated (patterned on media reports)
866,9/7/2025,Kogi,Anyigba,School Abduction,77,16,Armed Bandits,North Central,Simulated (patterned on media reports)
191,8/9/2020,Kogi,Okene,Kidnapping,106,14,Armed Bandits,North Central,Simulated (patterned on media reports)
116,4/18/2021,Adamawa,Numan,Terror Attack,55,36,Armed Bandits,North East,Simulated (patterned on media reports)
558,5/26/2021,Zamfara,Bungudu,School Abduction,52,7,Armed Bandits,North West,Simulated (patterned on media reports)
181,5/21/2021,Plateau,Jos North,Kidnapping,71,1,Armed Bandits,North Central,Simulated (patterned on media reports)
302,9/24/2021,Kaduna,Kauru,Bandit Attack,57,23,Armed Bandits,North West,Simulated (patterned on media reports)
685,2/5/2025,Borno,Bama,Kidnapping,111,9,Armed Bandits,North East,Simulated (patterned on media reports)
644,8/13/2021,Sokoto,Gwadabawa,Terror Attack,43,38,Boko Haram,North West,Simulated (patterned on media reports)
733,3/1/2022,Kogi,Lokoja,Terror Attack,45,18,ISWAP,North Central,Simulated (patterned on media reports)
621,10/29/2020,Borno,Bama,School Abduction,101,6,Armed Bandits,North East,Simulated (patterned on media reports)
839,1/15/2021,Kebbi,Zuru,Bandit Attack,12,14,Armed Bandits,North West,Simulated (patterned on media reports)
518,8/25/2025,Kaduna,Igabi,Kidnapping,63,1,ISWAP,North West,Simulated (patterned on media reports)
885,5/19/2022,Benue,Katsina-Ala,Kidnapping,52,11,ISWAP,North Central,Simulated (patterned on media reports)
46,10/19/2023,Anambra,Idemili North,Kidnapping,4,4,Criminal Syndicate,South East,Simulated (patterned on media reports)
815,10/27/2023,Kebbi,Jega,Terror Attack,16,1,Unknown Gunmen,North West,Simulated (patterned on media reports)
158,4/13/2021,Borno,Dikwa,School Abduction,137,21,Unknown Gunmen,North East,Simulated (patterned on media reports)
671,12/5/2025,Kaduna,Birnin Gwari,Bandit Attack,14,2,Unknown Gunmen,North West,Simulated (patterned on media reports)
172,10/27/2024,Yobe,Machina,Bandit Attack,59,38,Unknown Gunmen,North East,Simulated (patterned on media reports)
17,12/19/2020,Niger,Suleja,Terror Attack,42,5,Boko Haram,North Central,Simulated (patterned on media reports)
512,8/17/2022,Sokoto,Illela,School Abduction,62,3,Boko Haram,North West,Simulated (patterned on media reports)
49,10/18/2025,Kwara,Offa,School Abduction,24,16,Boko Haram,North Central,Simulated (patterned on media reports)
883,8/9/2025,Adamawa,Mubi North,Bandit Attack,46,3,Armed Bandits,North East,Simulated (patterned on media reports)
756,8/2/2024,Yobe,Nguru,Bandit Attack,0,40,Armed Bandits,North East,Simulated (patterned on media reports)
516,10/25/2024,Adamawa,Mubi North,Terror Attack,15,40,Boko Haram,North East,Simulated (patterned on media reports)
622,4/18/2024,Kano,Gwale,Kidnapping,120,16,Armed Bandits,North West,Simulated (patterned on media reports)
481,8/19/2021,Zamfara,Anka,Bandit Attack,68,3,Unknown Gunmen,North West,Simulated (patterned on media reports)
284,8/25/2021,Kebbi,Argungu,Bandit Attack,9,19,Boko Haram,North West,Simulated (patterned on media reports)
594,2/11/2024,Sokoto,Gwadabawa,Bandit Attack,32,38,Boko Haram,North West,Simulated (patterned on media reports)
226,9/28/2024,Anambra,Awka South,Kidnapping,34,2,Unknown Gunmen,South East,Simulated (patterned on media reports)
27,9/29/2022,Yobe,Potiskum,Bandit Attack,23,38,Armed Bandits,North East,Simulated (patterned on media reports)
705,7/10/2022,Kebbi,Jega,Bandit Attack,57,10,ISWAP,North West,Simulated (patterned on media reports)
438,7/20/2022,Plateau,Jos South,Kidnapping,58,19,Armed Bandits,North Central,Simulated (patterned on media reports)
853,12/30/2022,Katsina,Kankara,School Abduction,115,8,Armed Bandits,North West,Simulated (patterned on media reports)
365,12/22/2022,Kebbi,Birnin Kebbi,School Abduction,93,8,ISWAP,North West,Simulated (patterned on media reports)
230,9/30/2025,Sokoto,Wurno,Bandit Attack,74,7,Unknown Gunmen,North West,Simulated (patterned on media reports)
38,7/31/2024,Kano,Dawakin Tofa,Terror Attack,13,35,Boko Haram,North West,Simulated (patterned on media reports)
867,3/1/2021,Kogi,Lokoja,School Abduction,113,4,Boko Haram,North Central,Simulated (patterned on media reports)
375,9/20/2022,Nasarawa,Karu,Bandit Attack,80,4,Unknown Gunmen,North Central,Simulated (patterned on media reports)
470,3/23/2023,Sokoto,Illela,School Abduction,116,15,Boko Haram,North West,Simulated (patterned on media reports)
869,4/5/2024,Niger,Kontagora,Kidnapping,60,7,Armed Bandits,North Central,Simulated (patterned on media reports)
765,3/28/2025,Kano,Fagge,Kidnapping,62,14,Boko Haram,North West,Simulated (patterned on media reports)
657,8/23/2025,Katsina,Daura,School Abduction,26,5,ISWAP,North West,Simulated (patterned on media reports)
195,11/13/2021,Yobe,Geidam,School Abduction,146,12,Armed Bandits,North East,Simulated (patterned on media reports)
767,1/12/2021,Niger,Shiroro,Bandit Attack,70,10,Boko Haram,North Central,Simulated (patterned on media reports)
826,4/14/2020,Katsina,Funtua,Bandit Attack,30,14,ISWAP,North West,Simulated (patterned on media reports)
504,12/22/2023,Borno,Bama,Terror Attack,41,31,Unknown Gunmen,North East,Simulated (patterned on media reports)
871,5/26/2024,Kaduna,Igabi,Kidnapping,86,22,Armed Bandits,North West,Simulated (patterned on media reports)
865,3/12/2020,Adamawa,Ganye,Bandit Attack,52,27,Armed Bandits,North East,Simulated (patterned on media reports)
580,3/8/2022,Kebbi,Argungu,School Abduction,76,20,ISWAP,North West,Simulated (patterned on media reports)
870,3/4/2022,Borno,Monguno,Terror Attack,21,12,Unknown Gunmen,North East,Simulated (patterned on media reports)
163,7/1/2023,Niger,Shiroro,School Abduction,117,15,Boko Haram,North Central,Simulated (patterned on media reports)
636,6/17/2020,Nasarawa,Keffi,Bandit Attack,38,35,Unknown Gunmen,North Central,Simulated (patterned on media reports)
153,7/1/2021,Enugu,Oji River,Kidnapping,33,1,Criminal Syndicate,South East,Simulated (patterned on media reports)
617,8/31/2023,Plateau,Jos South,Terror Attack,44,40,Unknown Gunmen,North Central,Simulated (patterned on media reports)
635,3/29/2022,Kaduna,Kauru,School Abduction,129,23,Boko Haram,North West,Simulated (patterned on media reports)
681,2/21/2022,Zamfara,Bungudu,Bandit Attack,71,1,Armed Bandits,North West,Simulated (patterned on media reports)
112,8/5/2024,FCT,Bwari,Bandit Attack,66,21,ISWAP,North Central,Simulated (patterned on media reports)
227,11/3/2020,Borno,Monguno,Kidnapping,103,9,Unknown Gunmen,North East,Simulated (patterned on media reports)
623,4/27/2020,Kano,Dawakin Tofa,Terror Attack,43,19,ISWAP,North West,Simulated (patterned on media reports)
104,5/24/2024,Borno,Monguno,School Abduction,60,22,Armed Bandits,North East,Simulated (patterned on media reports)
422,11/3/2024,Imo,Owerri Municipal,Kidnapping,40,1,Criminal Syndicate,South East,Simulated (patterned on media reports)
420,8/18/2023,Kaduna,Kauru,Terror Attack,68,32,Boko Haram,North West,Simulated (patterned on media reports)
587,8/9/2020,Sokoto,Gwadabawa,School Abduction,99,18,Boko Haram,North West,Simulated (patterned on media reports)
120,10/19/2021,Yobe,Nguru,School Abduction,40,1,Armed Bandits,North East,Simulated (patterned on media reports)
54,6/23/2021,Kano,Nassarawa,Bandit Attack,26,21,Armed Bandits,North West,Simulated (patterned on media reports)
152,11/20/2025,Niger,Rafi,Terror Attack,55,21,Boko Haram,North Central,Simulated (patterned on media reports)
404,12/31/2021,Yobe,Machina,School Abduction,19,14,ISWAP,North East,Simulated (patterned on media reports)
848,1/24/2022,Yobe,Nguru,Terror Attack,46,18,Unknown Gunmen,North East,Simulated (patterned on media reports)
208,5/22/2022,Katsina,Daura,School Abduction,124,6,Armed Bandits,North West,Simulated (patterned on media reports)
759,5/6/2025,Katsina,Daura,Terror Attack,10,26,ISWAP,North West,Simulated (patterned on media reports)
854,12/11/2020,Benue,Makurdi,Bandit Attack,46,23,Unknown Gunmen,North Central,Simulated (patterned on media reports)
9,4/3/2020,Niger,Minna,Kidnapping,52,13,Unknown Gunmen,North Central,Simulated (patterned on media reports)
760,11/30/2022,Kwara,Offa,Bandit Attack,61,31,ISWAP,North Central,Simulated (patterned on media reports)
37,7/5/2025,Nasarawa,Lafia,Kidnapping,132,19,ISWAP,North Central,Simulated (patterned on media reports)
453,12/2/2023,Kogi,Ankpa,Kidnapping,98,5,Boko Haram,North Central,Simulated (patterned on media reports)
254,12/17/2021,Zamfara,Anka,Kidnapping,111,25,Unknown Gunmen,North West,Simulated (patterned on media reports)
304,9/29/2021,Zamfara,Gusau,Bandit Attack,43,26,Armed Bandits,North West,Simulated (patterned on media reports)
673,12/19/2024,Kwara,Patigi,Kidnapping,136,25,Boko Haram,North Central,Simulated (patterned on media reports)
572,2/24/2025,Yobe,Damaturu,Bandit Attack,3,7,Boko Haram,North East,Simulated (patterned on media reports)
624,2/14/2023,Enugu,Oji River,Kidnapping,26,4,Criminal Syndicate,South East,Simulated (patterned on media reports)
690,2/4/2024,Plateau,Bokkos,School Abduction,102,6,Unknown Gunmen,North Central,Simulated (patterned on media reports)
651,1/3/2021,Kano,Dawakin Tofa,School Abduction,146,3,Boko Haram,North West,Simulated (patterned on media reports)
263,8/19/2021,Katsina,Malumfashi,Terror Attack,33,5,ISWAP,North West,Simulated (patterned on media reports)
611,9/20/2021,Zamfara,Anka,Kidnapping,19,6,Unknown Gunmen,North West,Simulated (patterned on media reports)
298,2/22/2023,Benue,Gboko,Terror Attack,19,15,Armed Bandits,North Central,Simulated (patterned on media reports)
415,5/23/2022,Sokoto,Rabah,Terror Attack,64,7,Unknown Gunmen,North West,Simulated (patterned on media reports)
151,12/28/2023,Kaduna,Chikun,Kidnapping,91,8,Unknown Gunmen,North West,Simulated (patterned on media reports)
711,12/25/2020,Kano,Fagge,Terror Attack,28,30,Armed Bandits,North West,Simulated (patterned on media reports)
797,1/19/2025,Zamfara,Bungudu,School Abduction,132,8,Armed Bandits,North West,Simulated (patterned on media reports)
551,4/23/2024,Kwara,Ilorin South,Bandit Attack,28,30,Boko Haram,North Central,Simulated (patterned on media reports)
489,11/4/2025,Katsina,Funtua,Terror Attack,19,10,Boko Haram,North West,Simulated (patterned on media reports)
148,10/11/2023,Borno,Bama,Bandit Attack,14,5,ISWAP,North East,Simulated (patterned on media reports)
147,4/12/2023,Nasarawa,Nasarawa Eggon,Bandit Attack,20,6,Boko Haram,North Central,Simulated (patterned on media reports)
652,12/27/2023,Niger,Shiroro,School Abduction,34,10,Boko Haram,North Central,Simulated (patterned on media reports)
834,9/8/2022,FCT,Abuja Municipal,Kidnapping,26,23,Unknown Gunmen,North Central,Simulated (patterned on media reports)
667,1/9/2024,Kwara,Patigi,School Abduction,142,5,ISWAP,North Central,Simulated (patterned on media reports)
349,4/21/2021,Benue,Katsina-Ala,Kidnapping,67,11,Unknown Gunmen,North Central,Simulated (patterned on media reports)
464,9/27/2021,Sokoto,Gwadabawa,School Abduction,13,2,Unknown Gunmen,North West,Simulated (patterned on media reports)
326,7/10/2023,Nasarawa,Keffi,Kidnapping,129,10,Armed Bandits,North Central,Simulated (patterned on media reports)
187,2/25/2022,FCT,Abuja Municipal,School Abduction,137,6,ISWAP,North Central,Simulated (patterned on media reports)
124,5/9/2024,Kaduna,Chikun,School Abduction,80,15,Armed Bandits,North West,Simulated (patterned on media reports)
766,2/10/2025,Yobe,Damaturu,Kidnapping,122,17,Unknown Gunmen,North East,Simulated (patterned on media reports)
609,12/28/2022,Borno,Maiduguri,Bandit Attack,71,14,Unknown Gunmen,North East,Simulated (patterned on media reports)
144,11/25/2024,Kano,Tarauni,Terror Attack,66,8,ISWAP,North West,Simulated (patterned on media reports)
860,11/17/2023,Adamawa,Mubi North,Terror Attack,62,23,ISWAP,North East,Simulated (patterned on media reports)
198,9/6/2020,Katsina,Funtua,Kidnapping,130,1,Boko Haram,North West,Simulated (patterned on media reports)
610,9/23/2025,Kano,Dawakin Tofa,Kidnapping,16,19,Unknown Gunmen,North West,Simulated (patterned on media reports)
280,8/20/2021,Yobe,Machina,Terror Attack,31,22,Boko Haram,North East,Simulated (patterned on media reports)
294,8/17/2023,Adamawa,Numan,Bandit Attack,52,33,Armed Bandits,North East,Simulated (patterned on media reports)
401,6/28/2025,Nasarawa,Lafia,Bandit Attack,79,27,Boko Haram,North Central,Simulated (patterned on media reports)
123,8/15/2021,Nasarawa,Karu,School Abduction,68,15,Boko Haram,North Central,Simulated (patterned on media reports)
184,5/9/2024,Niger,Kontagora,School Abduction,41,6,Boko Haram,North Central,Simulated (patterned on media reports)
203,3/19/2022,Plateau,Langtang North,Terror Attack,72,6,Armed Bandits,North Central,Simulated (patterned on media reports)
439,2/15/2020,Katsina,Kankara,Kidnapping,37,5,Armed Bandits,North West,Simulated (patterned on media reports)
247,11/6/2021,Zamfara,Gusau,Terror Attack,61,8,Boko Haram,North West,Simulated (patterned on media reports)
416,9/16/2023,Kebbi,Zuru,Terror Attack,51,2,Unknown Gunmen,North West,Simulated (patterned on media reports)
796,11/16/2024,FCT,Abaji,Bandit Attack,11,0,ISWAP,North Central,Simulated (patterned on media reports)
130,5/5/2022,Adamawa,Yola North,Terror Attack,36,25,Unknown Gunmen,North East,Simulated (patterned on media reports)
638,2/14/2021,Adamawa,Mubi North,Bandit Attack,78,36,Unknown Gunmen,North East,Simulated (patterned on media reports)
403,1/3/2023,Kano,Dawakin Tofa,School Abduction,8,2,Boko Haram,North West,Simulated (patterned on media reports)
707,6/11/2020,Plateau,Jos North,Bandit Attack,75,5,Armed Bandits,North Central,Simulated (patterned on media reports)
695,2/3/2025,Abia,Ohafia,Kidnapping,26,2,Unknown Gunmen,South East,Simulated (patterned on media reports)
818,7/30/2024,Adamawa,Yola North,Terror Attack,60,18,Unknown Gunmen,North East,Simulated (patterned on media reports)
220,3/25/2023,Kaduna,Chikun,Terror Attack,47,14,Armed Bandits,North West,Simulated (patterned on media reports)
642,7/15/2022,Sokoto,Illela,Bandit Attack,76,30,ISWAP,North West,Simulated (patterned on media reports)
820,5/27/2021,Kano,Nassarawa,School Abduction,23,1,Unknown Gunmen,North West,Simulated (patterned on media reports)
678,3/10/2021,Katsina,Dutsin-Ma,Bandit Attack,13,33,Armed Bandits,North West,Simulated (patterned on media reports)
823,3/12/2024,Benue,Gboko,Bandit Attack,76,9,ISWAP,North Central,Simulated (patterned on media reports)
625,2/10/2022,Kaduna,Zaria,Bandit Attack,44,3,Armed Bandits,North West,Simulated (patterned on media reports)
754,9/24/2024,FCT,Abuja Municipal,School Abduction,43,0,ISWAP,North Central,Simulated (patterned on media reports)
686,1/1/2024,Kebbi,Birnin Kebbi,Bandit Attack,74,18,Boko Haram,North West,Simulated (patterned on media reports)
387,7/23/2020,Kano,Gwale,School Abduction,12,13,Boko Haram,North West,Simulated (patterned on media reports)
873,9/5/2024,Kaduna,Kauru,Kidnapping,74,7,ISWAP,North West,Simulated (patterned on media reports)
510,10/31/2025,Sokoto,Gwadabawa,Bandit Attack,28,22,ISWAP,North West,Simulated (patterned on media reports)
268,10/2/2020,Yobe,Machina,Terror Attack,69,0,Boko Haram,North East,Simulated (patterned on media reports)
755,12/16/2023,Zamfara,Gusau,Bandit Attack,9,10,Unknown Gunmen,North West,Simulated (patterned on media reports)
442,4/25/2024,Adamawa,Mubi North,Terror Attack,77,15,Boko Haram,North East,Simulated (patterned on media reports)
497,5/10/2022,Adamawa,Numan,Bandit Attack,57,36,ISWAP,North East,Simulated (patterned on media reports)
113,5/25/2020,Sokoto,Rabah,Kidnapping,82,9,Boko Haram,North West,Simulated (patterned on media reports)
233,9/1/2023,Kogi,Ankpa,School Abduction,77,1,ISWAP,North Central,Simulated (patterned on media reports)
781,12/20/2021,Kogi,Anyigba,Bandit Attack,22,8,Boko Haram,North Central,Simulated (patterned on media reports)
608,7/5/2025,Anambra,Ekwusigo,Kidnapping,9,1,Unknown Gunmen,South East,Simulated (patterned on media reports)
672,6/11/2025,Adamawa,Numan,School Abduction,129,5,ISWAP,North East,Simulated (patterned on media reports)
374,12/17/2022,Zamfara,Shinkafi,Kidnapping,147,0,Armed Bandits,North West,Simulated (patterned on media reports)
882,12/22/2022,Imo,Owerri Municipal,Kidnapping,25,2,Criminal Syndicate,South East,Simulated (patterned on media reports)
758,2/12/2023,Benue,Oju,School Abduction,48,12,Unknown Gunmen,North Central,Simulated (patterned on media reports)
234,8/22/2023,Imo,Ideato North,Kidnapping,13,1,Criminal Syndicate,South East,Simulated (patterned on media reports)
708,6/23/2021,Kano,Tarauni,Bandit Attack,65,34,ISWAP,North West,Simulated (patterned on media reports)
677,2/1/2020,Adamawa,Mubi North,School Abduction,17,12,Unknown Gunmen,North East,Simulated (patterned on media reports)
318,7/16/2022,Borno,Dikwa,Terror Attack,52,20,Unknown Gunmen,North East,Simulated (patterned on media reports)
649,6/19/2021,Kogi,Okene,Bandit Attack,71,5,Boko Haram,North Central,Simulated (patterned on media reports)
411,11/15/2022,Adamawa,Mubi North,Terror Attack,65,28,ISWAP,North East,Simulated (patterned on media reports)
874,8/31/2024,Kogi,Okene,Terror Attack,3,15,ISWAP,North Central,Simulated (patterned on media reports)
359,11/19/2021,Adamawa,Michika,Kidnapping,78,13,Unknown Gunmen,North East,Simulated (patterned on media reports)
259,8/9/2024,Zamfara,Gusau,School Abduction,54,13,Boko Haram,North West,Simulated (patterned on media reports)
628,2/8/2020,Plateau,Mangu,Kidnapping,121,22,Armed Bandits,North Central,Simulated (patterned on media reports)
633,2/24/2023,FCT,Gwagwalada,School Abduction,128,13,ISWAP,North Central,Simulated (patterned on media reports)
283,9/14/2021,Yobe,Damaturu,Terror Attack,48,7,Boko Haram,North East,Simulated (patterned on media reports)
377,12/2/2020,Nasarawa,Karu,Bandit Attack,63,39,ISWAP,North Central,Simulated (patterned on media reports)
385,3/17/2025,Kogi,Anyigba,Kidnapping,25,24,ISWAP,North Central,Simulated (patterned on media reports)
225,1/20/2020,Kaduna,Igabi,Terror Attack,38,30,Boko Haram,North West,Simulated (patterned on media reports)
855,7/6/2024,Zamfara,Bungudu,Kidnapping,95,22,Boko Haram,North West,Simulated (patterned on media reports)
737,1/9/2024,Katsina,Funtua,School Abduction,80,20,ISWAP,North West,Simulated (patterned on media reports)
473,1/26/2024,Borno,Bama,Terror Attack,22,38,Boko Haram,North East,Simulated (patterned on media reports)
348,3/23/2025,Yobe,Geidam,School Abduction,79,24,Boko Haram,North East,Simulated (patterned on media reports)
506,3/10/2023,Sokoto,Rabah,Bandit Attack,56,34,Unknown Gunmen,North West,Simulated (patterned on media reports)
640,2/18/2020,Sokoto,Gwadabawa,School Abduction,68,8,Boko Haram,North West,Simulated (patterned on media reports)
888,4/28/2022,Niger,Kontagora,School Abduction,86,10,Unknown Gunmen,North Central,Simulated (patterned on media reports)
850,8/12/2024,Kaduna,Kauru,School Abduction,59,20,Unknown Gunmen,North West,Simulated (patterned on media reports)
811,5/7/2021,Katsina,Malumfashi,Kidnapping,58,10,Unknown Gunmen,North West,Simulated (patterned on media reports)
620,8/24/2021,Nasarawa,Nasarawa Eggon,School Abduction,54,24,Boko Haram,North Central,Simulated (patterned on media reports)
768,3/15/2022,Borno,Bama,Bandit Attack,7,27,Boko Haram,North East,Simulated (patterned on media reports)
646,1/2/2020,Abia,Aba South,Kidnapping,35,2,Criminal Syndicate,South East,Simulated (patterned on media reports)
761,4/10/2024,Katsina,Daura,Bandit Attack,62,20,Unknown Gunmen,North West,Simulated (patterned on media reports)
557,8/25/2021,Borno,Dikwa,Bandit Attack,48,22,Unknown Gunmen,North East,Simulated (patterned on media reports)
859,5/24/2023,Benue,Makurdi,Bandit Attack,8,8,ISWAP,North Central,Simulated (patterned on media reports)
578,6/12/2023,FCT,Kuje,Terror Attack,65,20,Boko Haram,North Central,Simulated (patterned on media reports)
86,1/31/2024,Imo,Mbaitoli,Kidnapping,24,4,Unknown Gunmen,South East,Simulated (patterned on media reports)
243,7/9/2020,Borno,Dikwa,School Abduction,132,3,Armed Bandits,North East,Simulated (patterned on media reports)
699,3/14/2020,Katsina,Funtua,Kidnapping,73,3,ISWAP,North West,Simulated (patterned on media reports)
160,2/14/2025,Kogi,Anyigba,Kidnapping,48,25,Boko Haram,North Central,Simulated (patterned on media reports)
525,12/16/2025,Yobe,Damaturu,School Abduction,95,13,Armed Bandits,North East,Simulated (patterned on media reports)
36,8/1/2023,Nasarawa,Nasarawa Eggon,Kidnapping,126,21,Boko Haram,North Central,Simulated (patterned on media reports)
541,2/16/2020,Kwara,Ilorin West,Terror Attack,14,30,Boko Haram,North Central,Simulated (patterned on media reports)
171,3/21/2022,Benue,Gboko,Bandit Attack,55,40,Boko Haram,North Central,Simulated (patterned on media reports)
655,10/3/2025,Borno,Gwoza,Bandit Attack,36,31,Unknown Gunmen,North East,Simulated (patterned on media reports)
878,4/21/2024,Kano,Tarauni,Bandit Attack,21,20,ISWAP,North West,Simulated (patterned on media reports)
762,8/13/2022,Kano,Nassarawa,Bandit Attack,25,1,Boko Haram,North West,Simulated (patterned on media reports)
847,1/1/2023,Zamfara,Anka,School Abduction,98,20,Unknown Gunmen,North West,Simulated (patterned on media reports)
734,11/6/2021,Yobe,Nguru,School Abduction,21,17,Unknown Gunmen,North East,Simulated (patterned on media reports)
96,10/27/2024,Yobe,Nguru,School Abduction,126,6,ISWAP,North East,Simulated (patterned on media reports)
564,1/26/2021,Kaduna,Zaria,Terror Attack,31,14,Armed Bandits,North West,Simulated (patterned on media reports)
241,6/24/2021,FCT,Bwari,Kidnapping,55,1,ISWAP,North Central,Simulated (patterned on media reports)
575,12/12/2024,Kaduna,Birnin Gwari,Bandit Attack,9,15,ISWAP,North West,Simulated (patterned on media reports)
691,11/12/2020,Katsina,Funtua,Terror Attack,56,18,ISWAP,North West,Simulated (patterned on media reports)
461,8/11/2020,Kebbi,Jega,Bandit Attack,6,13,ISWAP,North West,Simulated (patterned on media reports)
554,6/5/2022,Benue,Katsina-Ala,Terror Attack,43,21,Armed Bandits,North Central,Simulated (patterned on media reports)
